date;account;category;amount;currency;converted amount;currency;description
08/08/2017;БПС *6265;Хоз расходы;-113.8;BYN;-113.8;BYN;Шторы
08/08/2017;БПС *6265;Питание;-16;BYN;-16;BYN;Питание
09/08/2017;БПС *6265;Развлечения;-28.15;BYN;-28.15;BYN;
09/08/2017;.Наличные;Хоз расходы;-5.5;BYN;-5.5;BYN;
09/08/2017;БПС *6265;Питание;-2.35;BYN;-2.35;BYN;Пиво
09/08/2017;БПС *6265;Питание;-8.18;BYN;-8.18;BYN;
09/08/2017;.Наличные;"Питание;Овощи Фрукты";-3.8;BYN;-3.8;BYN;Дыня Томаты
10/08/2017;БПС *6265;Питание;-7.21;BYN;-7.21;BYN;Питание
11/08/2017;.Наличные;"Питание;Овощи Фрукты";-7.2;BYN;-7.2;BYN;Арбуз, помидоры
11/08/2017;.Наличные;Развлечения;-39.9;BYN;-39.9;BYN;Торты
11/08/2017;ЯндексДеньги;Приработок;3 900;RUB;125.307;BYN;
11/08/2017;БГПб *4579;DIY;-15;USD;-15;BYN;
12/08/2017;.Наличные;Развлечения;-70;BYN;-70;BYN;Аниматор
13/08/2017;БГПбVisa*9727;"Коммунальные;Связь";-11.44;BYN;-11.44;BYN;
14/08/2017;БПС *6265;To '.Наличные';-85;BYN;-85;BYN;
14/08/2017;.Наличные;From 'БПС *6265';85;BYN;85;BYN;
15/08/2017;.Наличные;Хоз расходы;-70.5;BYN;-70.5;BYN;
15/08/2017;БПС *6265;Питание;-10.31;BYN;-10.31;BYN;
15/08/2017;БГПбVisa*9727;Коммунальные;-38.65;BYN;-38.65;BYN;Электроэнергия
15/08/2017;БГПбVisa*9727;Коммунальные;-1.43;BYN;-1.43;BYN;Газ
16/08/2017;БПС *6265;"Питание;Мясо";-9.66;BYN;-9.66;BYN;
16/08/2017;БПС *6265;Питание;-3.44;BYN;-3.44;BYN;
16/08/2017;БГПб *4579;"Коммунальные;Связь";-2.81;USD;-2.81;BYN;5.72
16/08/2017;БПС *6265;To 'БГПбVisa*9727';-140;BYN;-140;BYN;
16/08/2017;БГПбVisa*9727;From 'БПС *6265';140;BYN;140;BYN;
16/08/2017;БПС *6265;Питание;-3.55;BYN;-3.55;BYN;
16/08/2017;БПС *6265;"Питание;Мясо";-11.21;BYN;-11.21;BYN;
17/08/2017;БПС *6265;Хоз расходы;-8.43;BYN;-8.43;BYN;
17/08/2017;БПС *6265;Хоз расходы;-9.44;BYN;-9.44;BYN;
18/08/2017;БПС *6265;Питание;-13.9;BYN;-13.9;BYN;
18/08/2017;ЯндексДеньги;Депозиты;1 415;RUB;45.463;BYN;
18/08/2017;БПС *6265;Зарплата;247;BYN;247;BYN;
18/08/2017;БПС *6265;Питание;-0.69;BYN;-0.69;BYN;
19/08/2017;БПС *6265;DIY;-12;BYN;-12;BYN;
21/08/2017;БПС *6265;"Питание;Овощи Фрукты";-9.9;BYN;-9.9;BYN;
22/08/2017;БПС *6265;To '.Наличные';-140;BYN;-140;BYN;
22/08/2017;.Наличные;From 'БПС *6265';140;BYN;140;BYN;
22/08/2017;БПС *6265;Ребенок;-10;BYN;-10;BYN;
22/08/2017;ЯндексДеньги;Питание;-612.32;RUB;-19.673;BYN;
23/08/2017;ЯндексДеньги;Питание;-59.09;RUB;-1.898;BYN;
23/08/2017;ЯндексДеньги;Питание;-424.52;RUB;-13.639;BYN;
23/08/2017;ЯндексДеньги;Здоровье;-64.49;RUB;-2.072;BYN;
23/08/2017;ЯндексДеньги;Питание;-560.17;RUB;-17.998;BYN;
24/08/2017;ЯндексДеньги;Питание;-101.43;RUB;-3.258;BYN;
28/08/2017;.Наличные;Техника;-75;BYN;-75;BYN;
29/08/2017;ЯндексДеньги;Питание;-629.58;RUB;-20.228;BYN;
31/08/2017;БГПбVisa*9727;Питание;-177.84;BYN;-177.84;BYN;
31/08/2017;.Наличные;Транспорт;-39.86;BYN;-39.86;BYN;
31/08/2017;.Наличные;"Питание;Мясо";-63.28;BYN;-63.28;BYN;
31/08/2017;.Наличные;"Питание;Рыба";-38.23;BYN;-38.23;BYN;
31/08/2017;.Наличные;"Питание;Овощи Фрукты";-24.36;BYN;-24.36;BYN;
31/08/2017;БПС *6265;Питание;-13.57;BYN;-13.57;BYN;
01/09/2017;.Наличные;Питание;-29.13;BYN;-29.13;BYN;
01/09/2017;.Наличные;Животные;-5.16;BYN;-5.16;BYN;
03/09/2017;БПС *6265;Счета;-2.5;BYN;-2.5;BYN;
04/09/2017;БПС *6265;Животные;-1.1;BYN;-1.1;BYN;
04/09/2017;БПС *6265;"Питание;Мясо";-4.48;BYN;-4.48;BYN;
04/09/2017;БПС *6265;Питание;-39.6;BYN;-39.6;BYN;
04/09/2017;БПС *6265;"Хоз расх;Гигиена";-5.06;BYN;-5.06;BYN;
04/09/2017;.Наличные;DIY;-38.6;BYN;-38.6;BYN;
04/09/2017;БПС *6265;"Питание;Овощи Фрукты";-1.23;BYN;-1.23;BYN;
04/09/2017;БПС *6265;"Хоз расх;Гигиена";-5.06;BYN;-5.06;BYN;Сплат Актив
04/09/2017;БПС *6265;Животные;-1.1;BYN;-1.1;BYN;
06/09/2017;БПС *6265;Зарплата;718.23;BYN;718.23;BYN;
06/09/2017;.Наличные;"Хоз расх;Гигиена";-1.12;BYN;-1.12;BYN;
06/09/2017;.Наличные;Техника;-9;BYN;-9;BYN;
07/09/2017;БПС *6265;To 'БГПбVisa*9727';-105;BYN;-105;BYN;
07/09/2017;БГПбVisa*9727;From 'БПС *6265';105;BYN;105;BYN;
08/09/2017;БПС *6265;To '.Наличные';-210;BYN;-210;BYN;
08/09/2017;.Наличные;From 'БПС *6265';210;BYN;210;BYN;
10/09/2017;БПС *6265;"Питание;Овощи Фрукты";-23.79;BYN;-23.79;BYN;
10/09/2017;БПС *6265;Ребенок;-9.4;BYN;-9.4;BYN;
10/09/2017;БПС *6265;Ребенок;-69.35;BYN;-69.35;BYN;
10/09/2017;БПС *6265;Одежда;-51.18;BYN;-51.18;BYN;
11/09/2017;БПС *6265;Счета;-123.05;BYN;-123.05;BYN;
11/09/2017;БПС *6265;DIY;-14.5;BYN;-14.5;BYN;
12/09/2017;БПС *6265;Питание;-34.92;BYN;-34.92;BYN;
13/09/2017;БПС *6265;"Питание;Мясо";-18.85;BYN;-18.85;BYN;
13/09/2017;БПС *6265;Питание;-36.19;BYN;-36.19;BYN;
14/09/2017;БПС *6265;Здоровье;-6.43;BYN;-6.43;BYN;
16/09/2017;.Наличные;Приработок;23.46;BYN;23.46;BYN;
19/09/2017;БПС *6265;Здоровье;-2.47;BYN;-2.47;BYN;
20/09/2017;БПС *6265;"Питание;Овощи Фрукты";-1.67;BYN;-1.67;BYN;
20/09/2017;БПС *6265;Питание;-15.54;BYN;-15.54;BYN;
20/09/2017;БПС *6265;Хоз расходы;-1.27;BYN;-1.27;BYN;
20/09/2017;БПС *6265;Зарплата;247;BYN;247;BYN;
21/09/2017;нал$;To '.Наличные';-200;USD;-384;BYN;
21/09/2017;.Наличные;From 'нал$';384;BYN;384;BYN;
22/09/2017;БПС *6265;Здоровье;-17.94;BYN;-17.94;BYN;
22/09/2017;БПС *6265;Здоровье;-6.07;BYN;-6.07;BYN;
25/09/2017;БПС *6265;Питание;-26.56;BYN;-26.56;BYN;
25/09/2017;БПС *6265;"Питание;Мясо";-7.31;BYN;-7.31;BYN;
25/09/2017;БПС *6265;"Хоз расх;Гигиена";-1.11;BYN;-1.11;BYN;
26/09/2017;.Наличные;Техника;-36;BYN;-36;BYN;
27/09/2017;.Наличные;Питание;-28.36;BYN;-28.36;BYN;
29/09/2017;БПС *6265;Питание;-42.56;BYN;-42.56;BYN;
29/09/2017;БПС *6265;Техника;-1 320;BYN;-1 320;BYN;
29/09/2017;.Наличные;Транспорт;-50.28;BYN;-50.28;BYN;
30/09/2017;.Наличные;Хоз расходы;-32.19;BYN;-32.19;BYN;
30/09/2017;.Наличные;"Питание;Овощи Фрукты";-34.52;BYN;-34.52;BYN;
30/09/2017;.Наличные;"Питание;Мясо";-28.34;BYN;-28.34;BYN;
30/09/2017;.Наличные;"Питание;Мясо";-34.28;BYN;-34.28;BYN;
30/09/2017;БГПбVisa*9727;Питание;-189;BYN;-189;BYN;
02/10/2017;БПС *6265;Питание;-5.41;BYN;-5.41;BYN;
03/10/2017;БПС *6265;Счета;-2.5;BYN;-2.5;BYN;
03/10/2017;БПС *6265;Питание;-3.47;BYN;-3.47;BYN;
04/10/2017;БПС *6265;Питание;-4.28;BYN;-4.28;BYN;
05/10/2017;ЯндексДеньги;Депозиты;531.7;RUB;17.083;BYN;
05/10/2017;.Наличные;"Хоз расх;Гигиена";-0.21;BYN;-0.21;BYN;
06/10/2017;БПС *6265;Зарплата;698;BYN;698;BYN;
06/10/2017;БПС *6265;Коммунальные;-51.44;BYN;-51.44;BYN;Электроэнергия
07/10/2017;БПС *6265;Хоз расходы;-5.92;BYN;-5.92;BYN;
07/10/2017;.Наличные;Приработок;16;BYN;16;BYN;
09/10/2017;БПС *6265;Питание;-21.49;BYN;-21.49;BYN;
09/10/2017;БПС *6265;Питание;-11.07;BYN;-11.07;BYN;
10/10/2017;БПС *6265;"Хоз расх;Гигиена";-18.12;BYN;-18.12;BYN;
10/10/2017;БПС *6265;"Питание;Рыба";-2.52;BYN;-2.52;BYN;
10/10/2017;БПС *6265;"Питание;Мясо";-4.39;BYN;-4.39;BYN;
10/10/2017;БПС *6265;Питание;-3.9;BYN;-3.9;BYN;
11/10/2017;БПС *6265;Питание;-6.79;BYN;-6.79;BYN;
11/10/2017;БПС *6265;Хоз расходы;-14;BYN;-14;BYN;
12/10/2017;БПС *6265;"Питание;Овощи Фрукты";-2.82;BYN;-2.82;BYN;
12/10/2017;БПС *6265;Питание;-5.7;BYN;-5.7;BYN;
12/10/2017;БПС *6265;Питание;-17.72;BYN;-17.72;BYN;
16/10/2017;БПС *6265;To 'БГПбVisa*9727';-300;BYN;-300;BYN;
16/10/2017;БГПбVisa*9727;From 'БПС *6265';300;BYN;300;BYN;
16/10/2017;БПС *6265;Питание;-15;BYN;-15;BYN;
16/10/2017;БПС *6265;"Питание;Овощи Фрукты";-4.35;BYN;-4.35;BYN;
17/10/2017;БПС *6265;Ребенок;-3.99;BYN;-3.99;BYN;
17/10/2017;БПС *6265;Ребенок;-16.5;BYN;-16.5;BYN;Театральный кружок
18/10/2017;БПС *6265;Питание;-11.7;BYN;-11.7;BYN;
18/10/2017;БПС *6265;"Питание;Мясо";-10.95;BYN;-10.95;BYN;
18/10/2017;БПС *6265;"Питание;Рыба";-17.83;BYN;-17.83;BYN;
18/10/2017;БПС *6265;"Питание;Овощи Фрукты";-4.78;BYN;-4.78;BYN;
20/10/2017;БПС *6265;Зарплата;285;BYN;285;BYN;
23/10/2017;БГПбVisa*9727;Коммунальные;-35.92;BYN;-35.92;BYN;
23/10/2017;БПС *6265;Питание;-6.18;BYN;-6.18;BYN;
23/10/2017;БПС *6265;"Питание;Рыба";-9.68;BYN;-9.68;BYN;
23/10/2017;БПС *6265;"Питание;Овощи Фрукты";-5.02;BYN;-5.02;BYN;
25/10/2017;БПС *6265;Ребенок;-22.5;BYN;-22.5;BYN;
25/10/2017;БГПбVisa*9727;"Питание;Мясо";-11.52;BYN;-11.52;BYN;
25/10/2017;.Наличные;Питание;-43.61;BYN;-43.61;BYN;
26/10/2017;БГПбVisa*9727;"Коммунальные;Связь";-31.44;BYN;-31.44;BYN;Интернет дом
26/10/2017;БГПбVisa*9727;"Питание;Овощи Фрукты";-4.75;BYN;-4.75;BYN;
26/10/2017;БПС *6265;Счета;-123.5;BYN;-123.5;BYN;
27/10/2017;БГПбVisa*9727;"Питание;Овощи Фрукты";-2.36;BYN;-2.36;BYN;
27/10/2017;БПС *6265;Хоз расходы;-38.32;BYN;-38.32;BYN;
27/10/2017;БПС *6265;Техника;-160.28;BYN;-160.28;BYN;
28/10/2017;БГПбVisa*9727;Хоз расходы;-7.97;BYN;-7.97;BYN;
30/10/2017;БГПбVisa*9727;To '.Наличные';-8;BYN;-8;BYN;
30/10/2017;.Наличные;From 'БГПбVisa*9727';8;BYN;8;BYN;
31/10/2017;.Наличные;Транспорт;-49.18;BYN;-49.18;BYN;
31/10/2017;.Наличные;"Питание;Овощи Фрукты";-28.43;BYN;-28.43;BYN;
31/10/2017;.Наличные;Хоз расходы;-18.56;BYN;-18.56;BYN;
31/10/2017;.Наличные;"Питание;Мясо";-28.45;BYN;-28.45;BYN;
31/10/2017;.Наличные;"Питание;Рыба";-14.26;BYN;-14.26;BYN;
31/10/2017;БГПбVisa*9727;Питание;-178.45;BYN;-178.45;BYN;
01/11/2017;БПС *6265;Питание;-23.32;BYN;-23.32;BYN;
01/11/2017;БПС *6265;Питание;-10.92;BYN;-10.92;BYN;
01/11/2017;БПС *6265;"Питание;Овощи Фрукты";-7.76;BYN;-7.76;BYN;
01/11/2017;БПС *6265;Животные;-1.48;BYN;-1.48;BYN;
03/11/2017;БПС *6265;Питание;-9.22;BYN;-9.22;BYN;
03/11/2017;БПС *6265;"Питание;Рыба";-0.92;BYN;-0.92;BYN;
03/11/2017;БПС *6265;Счета;-2.5;BYN;-2.5;BYN;
04/11/2017;БПС *6265;Зарплата;714.63;BYN;714.63;BYN;
08/11/2017;БПС *6265;Питание;-10.86;BYN;-10.86;BYN;
08/11/2017;БПС *6265;"Питание;Овощи Фрукты";-5.67;BYN;-5.67;BYN;
09/11/2017;БПС *6265;Счета;-123.05;BYN;-123.05;BYN;
09/11/2017;БПС *6265;Питание;-4.43;BYN;-4.43;BYN;
10/11/2017;ЯндексДеньги;"Питание;Мясо";-406.47;RUB;-13.059;BYN;
10/11/2017;ЯндексДеньги;Депозиты;10 410;RUB;334.473;BYN;
13/11/2017;ЯндексДеньги;Питание;-548.94;RUB;-17.637;BYN;
13/11/2017;ЯндексДеньги;"Питание;Рыба";-342.29;RUB;-10.997;BYN;
13/11/2017;ЯндексДеньги;"Питание;Овощи Фрукты";-149.48;RUB;-4.802;BYN;
13/11/2017;ЯндексДеньги;Хоз расходы;-16.37;RUB;-0.525;BYN;
14/11/2017;БПС *6265;Ребенок;-16.5;BYN;-16.5;BYN;
14/11/2017;ЯндексДеньги;Питание;-105.13;RUB;-3.377;BYN;
14/11/2017;ЯндексДеньги;Питание;-74.54;RUB;-2.394;BYN;
